s,p,o
ex:person_9,ex:hasPossibleIssuers,ex:issuer_288
ex:person_26,ex:hasPossibleIssuers,ex:issuer_106
ex:person_26,ex:hasPossibleIssuers,ex:issuer_107
ex:person_26,ex:hasPossibleIssuers,ex:issuer_269
ex:person_26,ex:hasPossibleIssuers,ex:issuer_288
ex:person_135,ex:hasPossibleIssuers,ex:issuer_83
ex:person_135,ex:hasPossibleIssuers,ex:issuer_88
ex:person_135,ex:hasPossibleIssuers,ex:issuer_288
ex:person_138,ex:hasPossibleIssuers,ex:issuer_94
ex:person_138,ex:hasPossibleIssuers,ex:issuer_288
ex:person_139,ex:hasPossibleIssuers,ex:issuer_77
ex:person_139,ex:hasPossibleIssuers,ex:issuer_288
ex:person_141,ex:hasPossibleIssuers,ex:issuer_88
ex:person_141,ex:hasPossibleIssuers,ex:issuer_94
ex:person_141,ex:hasPossibleIssuers,ex:issuer_288
ex:person_143,ex:hasPossibleIssuers,ex:issuer_74
ex:person_143,ex:hasPossibleIssuers,ex:issuer_288
ex:person_148,ex:hasPossibleIssuers,ex:issuer_97
ex:person_148,ex:hasPossibleIssuers,ex:issuer_100
ex:person_148,ex:hasPossibleIssuers,ex:issuer_288
ex:person_149,ex:hasPossibleIssuers,ex:issuer_103
ex:person_149,ex:hasPossibleIssuers,ex:issuer_288
ex:person_150,ex:hasPossibleIssuers,ex:issuer_70
ex:person_150,ex:hasPossibleIssuers,ex:issuer_288
ex:person_166,ex:hasPossibleIssuers,ex:issuer_288
ex:person_167,ex:hasPossibleIssuers,ex:issuer_109
ex:person_167,ex:hasPossibleIssuers,ex:issuer_288
ex:person_167,ex:hasPossibleIssuers,ex:issuer_296
ex:person_168,ex:hasPossibleIssuers,ex:issuer_235
ex:person_168,ex:hasPossibleIssuers,ex:issuer_288
ex:person_187,ex:hasPossibleIssuers,ex:issuer_106
ex:person_187,ex:hasPossibleIssuers,ex:issuer_107
ex:person_187,ex:hasPossibleIssuers,ex:issuer_109
ex:person_187,ex:hasPossibleIssuers,ex:issuer_288
ex:person_187,ex:hasPossibleIssuers,ex:issuer_296
ex:person_11,ex:hasPossibleIssuers,ex:issuer_77
ex:person_11,ex:hasPossibleIssuers,ex:issuer_83
ex:person_12,ex:hasPossibleIssuers,ex:issuer_77
ex:person_12,ex:hasPossibleIssuers,ex:issuer_83
ex:person_13,ex:hasPossibleIssuers,ex:issuer_77
ex:person_132,ex:hasPossibleIssuers,ex:issuer_74
ex:person_132,ex:hasPossibleIssuers,ex:issuer_77
ex:person_151,ex:hasPossibleIssuers,ex:issuer_74
ex:person_151,ex:hasPossibleIssuers,ex:issuer_77
ex:person_189,ex:hasPossibleIssuers,ex:issuer_74
ex:person_189,ex:hasPossibleIssuers,ex:issuer_77
ex:coin_5355,nmo:hasIssuer,ex:issuer_83
ex:coin_5355,nmo:hasIssuer,ex:issuer_88
ex:coin_5355,nmo:hasPortrait,ex:person_15
ex:coin_5355,nmo:hasPortrait,ex:person_17
ex:person_15,ex:hasPossibleIssuers,ex:issuer_83
ex:person_17,ex:hasPossibleIssuers,ex:issuer_83
ex:person_17,ex:hasPossibleIssuers,ex:issuer_88
ex:person_17,ex:hasPossibleIssuers,ex:issuer_269
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_11
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_12
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_14
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_15
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_16
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_17
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_135
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_14
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_16
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_17
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_19
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_118
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_126
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_135
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_140
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_141
ex:person_14,ex:hasPossibleIssuers,ex:issuer_83
ex:person_14,ex:hasPossibleIssuers,ex:issuer_88
ex:person_16,ex:hasPossibleIssuers,ex:issuer_83
ex:person_16,ex:hasPossibleIssuers,ex:issuer_88
ex:person_19,ex:hasPossibleIssuers,ex:issuer_88
ex:person_118,ex:hasPossibleIssuers,ex:issuer_88
ex:person_126,ex:hasPossibleIssuers,ex:issuer_88
ex:person_140,ex:hasPossibleIssuers,ex:issuer_88
ex:person_140,ex:hasPossibleIssuers,ex:issuer_93
ex:coin_5366,nmo:hasIssuer,ex:issuer_83
ex:coin_5366,nmo:hasIssuer,ex:issuer_88
ex:coin_5366,nmo:hasPortrait,ex:person_17
ex:coin_5366,nmo:hasPortrait,ex:person_126
ex:coin_5690,nmo:hasIssuer,ex:issuer_83
ex:coin_5690,nmo:hasIssuer,ex:issuer_88
ex:coin_5690,nmo:hasPortrait,ex:person_15
ex:coin_5690,nmo:hasPortrait,ex:person_17
ex:coin_5778,nmo:hasIssuer,ex:issuer_83
ex:coin_5778,nmo:hasIssuer,ex:issuer_88
ex:coin_5778,nmo:hasPortrait,ex:person_15
ex:coin_5778,nmo:hasPortrait,ex:person_17
ex:coin_6251,nmo:hasIssuer,ex:issuer_83
ex:coin_6251,nmo:hasIssuer,ex:issuer_88
ex:coin_6251,nmo:hasPortrait,ex:person_16
ex:coin_6251,nmo:hasPortrait,ex:person_126
ex:coin_6622,nmo:hasIssuer,ex:issuer_83
ex:coin_6622,nmo:hasIssuer,ex:issuer_88
ex:coin_6622,nmo:hasPortrait,ex:person_15
ex:coin_6622,nmo:hasPortrait,ex:person_17
ex:coin_6778,nmo:hasIssuer,ex:issuer_83
ex:coin_6778,nmo:hasIssuer,ex:issuer_88
ex:coin_6778,nmo:hasPortrait,ex:person_15
ex:coin_6778,nmo:hasPortrait,ex:person_17
ex:coin_6835,nmo:hasIssuer,ex:issuer_83
ex:coin_6835,nmo:hasIssuer,ex:issuer_88
ex:coin_6835,nmo:hasPortrait,ex:person_15
ex:coin_6835,nmo:hasPortrait,ex:person_17
ex:coin_7493,nmo:hasIssuer,ex:issuer_83
ex:coin_7493,nmo:hasIssuer,ex:issuer_88
ex:coin_7493,nmo:hasPortrait,ex:person_15
ex:coin_7493,nmo:hasPortrait,ex:person_17
ex:coin_7530,nmo:hasIssuer,ex:issuer_83
ex:coin_7530,nmo:hasIssuer,ex:issuer_88
ex:coin_7530,nmo:hasPortrait,ex:person_15
ex:coin_7530,nmo:hasPortrait,ex:person_17
ex:coin_7531,nmo:hasIssuer,ex:issuer_83
ex:coin_7531,nmo:hasIssuer,ex:issuer_88
ex:coin_7531,nmo:hasPortrait,ex:person_15
ex:coin_7531,nmo:hasPortrait,ex:person_17
ex:coin_8354,nmo:hasIssuer,ex:issuer_83
ex:coin_8354,nmo:hasIssuer,ex:issuer_88
ex:coin_8354,nmo:hasPortrait,ex:person_15
ex:coin_8354,nmo:hasPortrait,ex:person_17
ex:coin_8560,nmo:hasIssuer,ex:issuer_83
ex:coin_8560,nmo:hasIssuer,ex:issuer_88
ex:coin_8560,nmo:hasPortrait,ex:person_15
ex:coin_8560,nmo:hasPortrait,ex:person_17
ex:coin_8605,nmo:hasIssuer,ex:issuer_83
ex:coin_8605,nmo:hasIssuer,ex:issuer_88
ex:coin_8605,nmo:hasPortrait,ex:person_15
ex:coin_8605,nmo:hasPortrait,ex:person_17
ex:coin_8625,nmo:hasIssuer,ex:issuer_83
ex:coin_8625,nmo:hasIssuer,ex:issuer_88
ex:coin_8625,nmo:hasPortrait,ex:person_15
ex:coin_8625,nmo:hasPortrait,ex:person_17
ex:coin_9039,nmo:hasIssuer,ex:issuer_83
ex:coin_9039,nmo:hasIssuer,ex:issuer_88
ex:coin_9039,nmo:hasPortrait,ex:person_15
ex:coin_9039,nmo:hasPortrait,ex:person_17
ex:coin_9808,nmo:hasIssuer,ex:issuer_83
ex:coin_9808,nmo:hasIssuer,ex:issuer_88
ex:coin_9808,nmo:hasPortrait,ex:person_17
ex:coin_9808,nmo:hasPortrait,ex:person_126
ex:coin_9856,nmo:hasIssuer,ex:issuer_83
ex:coin_9856,nmo:hasIssuer,ex:issuer_88
ex:coin_9856,nmo:hasPortrait,ex:person_17
ex:coin_9856,nmo:hasPortrait,ex:person_126
ex:coin_11502,nmo:hasIssuer,ex:issuer_83
ex:coin_11502,nmo:hasIssuer,ex:issuer_88
ex:coin_11502,nmo:hasPortrait,ex:person_15
ex:coin_11502,nmo:hasPortrait,ex:person_17
ex:coin_11880,nmo:hasIssuer,ex:issuer_83
ex:coin_11880,nmo:hasIssuer,ex:issuer_88
ex:coin_11880,nmo:hasPortrait,ex:person_15
ex:coin_11880,nmo:hasPortrait,ex:person_17
ex:coin_12098,nmo:hasIssuer,ex:issuer_83
ex:coin_12098,nmo:hasIssuer,ex:issuer_88
ex:coin_12098,nmo:hasPortrait,ex:person_15
ex:coin_12098,nmo:hasPortrait,ex:person_17
ex:coin_12642,nmo:hasIssuer,ex:issuer_83
ex:coin_12642,nmo:hasIssuer,ex:issuer_88
ex:coin_12642,nmo:hasPortrait,ex:person_17
ex:coin_12642,nmo:hasPortrait,ex:person_16
ex:coin_12643,nmo:hasIssuer,ex:issuer_83
ex:coin_12643,nmo:hasIssuer,ex:issuer_88
ex:coin_12643,nmo:hasPortrait,ex:person_17
ex:coin_12643,nmo:hasPortrait,ex:person_16
ex:coin_12644,nmo:hasIssuer,ex:issuer_83
ex:coin_12644,nmo:hasIssuer,ex:issuer_88
ex:coin_12644,nmo:hasPortrait,ex:person_17
ex:coin_12644,nmo:hasPortrait,ex:person_16
ex:coin_12645,nmo:hasIssuer,ex:issuer_83
ex:coin_12645,nmo:hasIssuer,ex:issuer_88
ex:coin_12645,nmo:hasPortrait,ex:person_17
ex:coin_12645,nmo:hasPortrait,ex:person_16
ex:coin_13023,nmo:hasIssuer,ex:issuer_83
ex:coin_13023,nmo:hasIssuer,ex:issuer_88
ex:coin_13023,nmo:hasPortrait,ex:person_17
ex:coin_13023,nmo:hasPortrait,ex:person_126
ex:coin_13150,nmo:hasIssuer,ex:issuer_83
ex:coin_13150,nmo:hasIssuer,ex:issuer_88
ex:coin_13150,nmo:hasPortrait,ex:person_15
ex:coin_13150,nmo:hasPortrait,ex:person_17
ex:coin_13181,nmo:hasIssuer,ex:issuer_83
ex:coin_13181,nmo:hasIssuer,ex:issuer_88
ex:coin_13181,nmo:hasPortrait,ex:person_15
ex:coin_13181,nmo:hasPortrait,ex:person_17
ex:coin_13825,nmo:hasIssuer,ex:issuer_83
ex:coin_13825,nmo:hasIssuer,ex:issuer_88
ex:coin_13825,nmo:hasPortrait,ex:person_17
ex:coin_13825,nmo:hasPortrait,ex:person_126
ex:coin_17147,nmo:hasIssuer,ex:issuer_83
ex:coin_17147,nmo:hasIssuer,ex:issuer_88
ex:coin_17147,nmo:hasPortrait,ex:person_15
ex:coin_17147,nmo:hasPortrait,ex:person_17
ex:coin_17206,nmo:hasIssuer,ex:issuer_83
ex:coin_17206,nmo:hasIssuer,ex:issuer_88
ex:coin_17206,nmo:hasPortrait,ex:person_15
ex:coin_17206,nmo:hasPortrait,ex:person_17
ex:coin_27983,nmo:hasIssuer,ex:issuer_83
ex:coin_27983,nmo:hasIssuer,ex:issuer_88
ex:coin_27983,nmo:hasPortrait,ex:person_15
ex:coin_27983,nmo:hasPortrait,ex:person_17
ex:coin_27989,nmo:hasIssuer,ex:issuer_83
ex:coin_27989,nmo:hasIssuer,ex:issuer_88
ex:coin_27989,nmo:hasPortrait,ex:person_15
ex:coin_27989,nmo:hasPortrait,ex:person_17
ex:coin_27991,nmo:hasIssuer,ex:issuer_83
ex:coin_27991,nmo:hasIssuer,ex:issuer_88
ex:coin_27991,nmo:hasPortrait,ex:person_15
ex:coin_27991,nmo:hasPortrait,ex:person_17
ex:coin_28045,nmo:hasIssuer,ex:issuer_83
ex:coin_28045,nmo:hasIssuer,ex:issuer_88
ex:coin_28045,nmo:hasPortrait,ex:person_15
ex:coin_28045,nmo:hasPortrait,ex:person_17
ex:coin_28049,nmo:hasIssuer,ex:issuer_83
ex:coin_28049,nmo:hasIssuer,ex:issuer_88
ex:coin_28049,nmo:hasPortrait,ex:person_15
ex:coin_28049,nmo:hasPortrait,ex:person_17
ex:coin_28687,nmo:hasIssuer,ex:issuer_83
ex:coin_28687,nmo:hasIssuer,ex:issuer_88
ex:coin_28687,nmo:hasPortrait,ex:person_17
ex:coin_28687,nmo:hasPortrait,ex:person_19
ex:coin_28688,nmo:hasIssuer,ex:issuer_83
ex:coin_28688,nmo:hasIssuer,ex:issuer_88
ex:coin_28688,nmo:hasPortrait,ex:person_17
ex:coin_28688,nmo:hasPortrait,ex:person_19
ex:coin_32069,nmo:hasIssuer,ex:issuer_83
ex:coin_32069,nmo:hasIssuer,ex:issuer_88
ex:coin_32069,nmo:hasPortrait,ex:person_17
ex:coin_32069,nmo:hasPortrait,ex:person_19
ex:coin_33018,nmo:hasIssuer,ex:issuer_83
ex:coin_33018,nmo:hasIssuer,ex:issuer_88
ex:coin_33018,nmo:hasPortrait,ex:person_17
ex:coin_33018,nmo:hasPortrait,ex:person_19
ex:coin_34113,nmo:hasIssuer,ex:issuer_83
ex:coin_34113,nmo:hasIssuer,ex:issuer_88
ex:coin_34113,nmo:hasPortrait,ex:person_15
ex:coin_34113,nmo:hasPortrait,ex:person_17
ex:coin_34579,nmo:hasIssuer,ex:issuer_83
ex:coin_34579,nmo:hasIssuer,ex:issuer_88
ex:coin_34579,nmo:hasPortrait,ex:person_15
ex:coin_34579,nmo:hasPortrait,ex:person_17
ex:coin_16298,nmo:hasIssuer,ex:issuer_88
ex:coin_16298,nmo:hasIssuer,ex:issuer_94
ex:coin_16298,nmo:hasPortrait,ex:person_19
ex:coin_16298,nmo:hasPortrait,ex:person_21
ex:person_21,ex:hasPossibleIssuers,ex:issuer_94
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_21
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_138
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_141
ex:coin_18200,nmo:hasIssuer,ex:issuer_97
ex:coin_18200,nmo:hasIssuer,ex:issuer_103
ex:coin_18200,nmo:hasPortrait,ex:person_22
ex:coin_18200,nmo:hasPortrait,ex:person_25
ex:person_22,ex:hasPossibleIssuers,ex:issuer_100
ex:person_25,ex:hasPossibleIssuers,ex:issuer_103
ex:issuer_97,ex:inPossibleIssuersOf,ex:person_148
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_25
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_127
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_128
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_136
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_149
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_191
ex:issuer_103,ex:inPossibleIssuersOf,ex:person_194
ex:person_127,ex:hasPossibleIssuers,ex:issuer_100
ex:person_127,ex:hasPossibleIssuers,ex:issuer_103
ex:person_128,ex:hasPossibleIssuers,ex:issuer_103
ex:person_136,ex:hasPossibleIssuers,ex:issuer_100
ex:person_136,ex:hasPossibleIssuers,ex:issuer_103
ex:person_191,ex:hasPossibleIssuers,ex:issuer_103
ex:person_194,ex:hasPossibleIssuers,ex:issuer_102
ex:person_194,ex:hasPossibleIssuers,ex:issuer_103
ex:coin_29827,nmo:hasIssuer,ex:issuer_110
ex:coin_29827,nmo:hasIssuer,ex:issuer_111
ex:coin_29827,nmo:hasPortrait,ex:person_193
ex:coin_29827,nmo:hasPortrait,ex:person_44
ex:person_193,ex:hasPossibleIssuers,ex:issuer_111
ex:person_44,ex:hasPossibleIssuers,ex:issuer_111
ex:issuer_110,ex:inPossibleIssuersOf,ex:person_131
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_44
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_45
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_131
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_192
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_193
ex:person_131,ex:hasPossibleIssuers,ex:issuer_110
ex:person_131,ex:hasPossibleIssuers,ex:issuer_111
ex:person_45,ex:hasPossibleIssuers,ex:issuer_111
ex:person_192,ex:hasPossibleIssuers,ex:issuer_111
ex:coin_15467,nmo:hasIssuer,ex:issuer_154
ex:coin_15467,nmo:hasIssuer,ex:issuer_131
ex:coin_15467,nmo:hasPortrait,ex:person_40
ex:coin_15467,nmo:hasPortrait,ex:person_41
ex:person_40,ex:hasPossibleIssuers,ex:issuer_151
ex:person_40,ex:hasPossibleIssuers,ex:issuer_152
ex:person_41,ex:hasPossibleIssuers,ex:issuer_151
ex:person_41,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_131,ex:inPossibleIssuersOf,ex:person_31
ex:issuer_131,ex:inPossibleIssuersOf,ex:person_42
ex:person_31,ex:hasPossibleIssuers,ex:issuer_131
ex:person_31,ex:hasPossibleIssuers,ex:issuer_281
ex:person_42,ex:hasPossibleIssuers,ex:issuer_131
ex:coin_15468,nmo:hasIssuer,ex:issuer_131
ex:coin_15468,nmo:hasIssuer,ex:issuer_154
ex:coin_15468,nmo:hasPortrait,ex:person_40
ex:coin_15468,nmo:hasPortrait,ex:person_41
ex:coin_17654,nmo:hasIssuer,ex:issuer_131
ex:coin_17654,nmo:hasIssuer,ex:issuer_154
ex:coin_17654,nmo:hasPortrait,ex:person_41
ex:coin_17654,nmo:hasPortrait,ex:person_40
ex:coin_30071,nmo:hasIssuer,ex:issuer_131
ex:coin_30071,nmo:hasIssuer,ex:issuer_154
ex:coin_30071,nmo:hasPortrait,ex:person_40
ex:coin_30071,nmo:hasPortrait,ex:person_41
ex:coin_31174,nmo:hasIssuer,ex:issuer_131
ex:coin_31174,nmo:hasIssuer,ex:issuer_151
ex:coin_31174,nmo:hasIssuer,ex:issuer_152
ex:coin_31174,nmo:hasPortrait,ex:person_36
ex:coin_31174,nmo:hasPortrait,ex:person_34
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:person_34,ex:hasPossibleIssuers,ex:issuer_151
ex:person_34,ex:hasPossibleIssuers,ex:issuer_161
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
ex:person_39,ex:hasPossibleIssuers,ex:issuer_151
ex:person_39,ex:hasPossibleIssuers,ex:issuer_152
ex:person_43,ex:hasPossibleIssuers,ex:issuer_151
ex:person_43,ex:hasPossibleIssuers,ex:issuer_152
ex:person_120,ex:hasPossibleIssuers,ex:issuer_151
ex:coin_31662,nmo:hasIssuer,ex:issuer_131
ex:coin_31662,nmo:hasIssuer,ex:issuer_151
ex:coin_31662,nmo:hasIssuer,ex:issuer_152
ex:coin_31662,nmo:hasPortrait,ex:person_36
ex:coin_31662,nmo:hasPortrait,ex:person_34
ex:coin_31817,nmo:hasIssuer,ex:issuer_131
ex:coin_31817,nmo:hasIssuer,ex:issuer_151
ex:coin_31817,nmo:hasIssuer,ex:issuer_152
ex:coin_31817,nmo:hasPortrait,ex:person_36
ex:coin_31817,nmo:hasPortrait,ex:person_34
ex:coin_31995,nmo:hasIssuer,ex:issuer_131
ex:coin_31995,nmo:hasIssuer,ex:issuer_151
ex:coin_31995,nmo:hasIssuer,ex:issuer_152
ex:coin_31995,nmo:hasPortrait,ex:person_36
ex:coin_31995,nmo:hasPortrait,ex:person_34
ex:coin_33410,nmo:hasIssuer,ex:issuer_131
ex:coin_33410,nmo:hasIssuer,ex:issuer_151
ex:coin_33410,nmo:hasIssuer,ex:issuer_152
ex:coin_33410,nmo:hasPortrait,ex:person_36
ex:coin_33410,nmo:hasPortrait,ex:person_34
ex:coin_33834,nmo:hasIssuer,ex:issuer_131
ex:coin_33834,nmo:hasIssuer,ex:issuer_151
ex:coin_33834,nmo:hasIssuer,ex:issuer_152
ex:coin_33834,nmo:hasPortrait,ex:person_36
ex:coin_33834,nmo:hasPortrait,ex:person_34
ex:coin_34869,nmo:hasIssuer,ex:issuer_131
ex:coin_34869,nmo:hasIssuer,ex:issuer_151
ex:coin_34869,nmo:hasIssuer,ex:issuer_152
ex:coin_34869,nmo:hasPortrait,ex:person_36
ex:coin_34869,nmo:hasPortrait,ex:person_34
ex:coin_34975,nmo:hasIssuer,ex:issuer_131
ex:coin_34975,nmo:hasIssuer,ex:issuer_154
ex:coin_34975,nmo:hasPortrait,ex:person_40
ex:coin_34975,nmo:hasPortrait,ex:person_41
ex:coin_37622,nmo:hasIssuer,ex:issuer_131
ex:coin_37622,nmo:hasIssuer,ex:issuer_151
ex:coin_37622,nmo:hasIssuer,ex:issuer_152
ex:coin_37622,nmo:hasPortrait,ex:person_36
ex:coin_37622,nmo:hasPortrait,ex:person_34
